id,title_link,position
163051,https://www.ncss.cn/student/jobs/0EEBD3DFB4560016E0630A010015AC2E/detail.html,设备管理员
163052,https://www.ncss.cn/student/jobs/0EED8106E6A5033EE0630A010016FF58/detail.html,产品专员、国内市场代表、管培生
163053,https://www.ncss.cn/student/jobs/0EED8106E6A4033EE0630A010016FF58/detail.html,产品专员、国内市场代表、管培生
163054,https://www.ncss.cn/student/jobs/0EEE579A73A1019CE0630A010016F668/detail.html,蓝月亮2024管培生提前批校园招聘
163055,https://www.ncss.cn/student/jobs/0EEBD3DFB4550016E0630A010015AC2E/detail.html,生产科员
163056,https://www.ncss.cn/student/jobs/0EED8106E6A7033EE0630A010016FF58/detail.html,监理员
163057,https://www.ncss.cn/student/jobs/0EEBD3DFB47B0016E0630A010015AC2E/detail.html,测试实习生寒假工
163058,https://www.ncss.cn/student/jobs/0EED8106E6A6033EE0630A010016FF58/detail.html,会展专员
163059,https://www.ncss.cn/student/jobs/0EF2887CAF4403FEE0630A010016427E/detail.html,美术老师
163060,https://www.ncss.cn/student/jobs/0EF35F10B4E30092E0630A010016F196/detail.html,财务实习生
163061,https://www.ncss.cn/student/jobs/0EF35F10B4E40092E0630A010016F196/detail.html,财务管培生
163062,https://www.ncss.cn/student/jobs/0EF35F10B4E50092E0630A010016F196/detail.html,船舶电气工程师(校招）
163063,https://www.ncss.cn/student/jobs/0EF35F10B4DD0092E0630A010016F196/detail.html,信息技术部.理赔开发处.开发岗（校招）(J16723)
163064,https://www.ncss.cn/student/jobs/0EF35F10B4E60092E0630A010016F196/detail.html,办公室行政文员
163065,https://www.ncss.cn/student/jobs/0EF35F10B4EE0092E0630A010016F196/detail.html,测试实习生寒假工
163066,https://www.ncss.cn/student/jobs/0EF35F10B4E10092E0630A010016F196/detail.html,医疗器械产品专员
163067,https://www.ncss.cn/student/jobs/0EF35F10B4F10092E0630A010016F196/detail.html,讲师-中共深圳市南山区委党校2024年博士选聘
163068,https://www.ncss.cn/student/jobs/0EF35F10B4E90092E0630A010016F196/detail.html,数字化研究员实习生23SXGH07
163069,https://www.ncss.cn/student/jobs/0EF35F10B4EF0092E0630A010016F196/detail.html,人力资源实习生（太原）
163070,https://www.ncss.cn/student/jobs/0EF35F10B4F40092E0630A010016F196/detail.html,采购专员
163071,https://www.ncss.cn/student/jobs/0EF35F10B4DF0092E0630A010016F196/detail.html,实习助理
163072,https://www.ncss.cn/student/jobs/0EF35F10B4EA0092E0630A010016F196/detail.html,安全工程师（海工和船舶事业部管培生）
163073,https://www.ncss.cn/student/jobs/0EF35F10B4ED0092E0630A010016F196/detail.html,医药代表实习生-上饶
163074,https://www.ncss.cn/student/jobs/0EF35F10B4F50092E0630A010016F196/detail.html,技术员
163075,https://www.ncss.cn/student/jobs/0EF35F10B4DE0092E0630A010016F196/detail.html,FILA 2024届斐凡生（浙江-温州）
163076,https://www.ncss.cn/student/jobs/0EF35F10B4EB0092E0630A010016F196/detail.html,客服实习生
163077,https://www.ncss.cn/student/jobs/0EF35F10B4E00092E0630A010016F196/detail.html,输配电电气设计
163078,https://www.ncss.cn/student/jobs/0EF35F10B4EC0092E0630A010016F196/detail.html,医药代表实习生-上饶
163079,https://www.ncss.cn/student/jobs/0EF35F10B4F60092E0630A010016F196/detail.html,博白县英桥镇新圩卫生院
163080,https://www.ncss.cn/student/jobs/0EF435A44D9400AEE0630A010016F088/detail.html,电气仪表岗
163081,https://www.ncss.cn/student/jobs/0EF35F10B4E20092E0630A010016F196/detail.html,浙江业务中兴-行业销售-绍兴
163082,https://www.ncss.cn/student/jobs/0EF435A44D9A00AEE0630A010016F088/detail.html,美术设计(剧组)
163083,https://www.ncss.cn/student/jobs/0EF435A44D9500AEE0630A010016F088/detail.html,安全环保储备人才
163084,https://www.ncss.cn/student/jobs/0EF435A44D9B00AEE0630A010016F088/detail.html,手作工作室助理
163085,https://www.ncss.cn/student/jobs/0EF435A44D9C00AEE0630A010016F088/detail.html,am海外广告客户跟单员
163086,https://www.ncss.cn/student/jobs/0EF435A44DA200AEE0630A010016F088/detail.html,储备经理（北京） (MJ002556)
163087,https://www.ncss.cn/student/jobs/0EF435A44D9600AEE0630A010016F088/detail.html,信息技术部.理赔开发处.开发岗（校招）(J16723)
163088,https://www.ncss.cn/student/jobs/0EF435A44D9D00AEE0630A010016F088/detail.html,新媒体运营实习生
163089,https://www.ncss.cn/student/jobs/0EF435A44DA300AEE0630A010016F088/detail.html,Java开发工程师（实习）
163090,https://www.ncss.cn/student/jobs/0EF435A44DAB00AEE0630A010016F088/detail.html,某音官方-视频账号问题【后台处理】
163091,https://www.ncss.cn/student/jobs/0EF435A44D9800AEE0630A010016F088/detail.html,储备干部
163092,https://www.ncss.cn/student/jobs/0EF435A44DA400AEE0630A010016F088/detail.html,新媒体运营
163093,https://www.ncss.cn/student/jobs/0EF435A44D9E00AEE0630A010016F088/detail.html,品牌营销实习生(A40923)
163094,https://www.ncss.cn/student/jobs/0EF435A44D9900AEE0630A010016F088/detail.html,嵌入式
163095,https://www.ncss.cn/student/jobs/0EF435A44DA500AEE0630A010016F088/detail.html,项目经理（实习）
163096,https://www.ncss.cn/student/jobs/0EF435A44D9F00AEE0630A010016F088/detail.html,心理咨询师助理（实习生）
163097,https://www.ncss.cn/student/jobs/0EF435A44DA600AEE0630A010016F088/detail.html,行政实习生
163098,https://www.ncss.cn/student/jobs/0EF435A44DA000AEE0630A010016F088/detail.html,心理咨询师助理（实习生）
163099,https://www.ncss.cn/student/jobs/0EF435A44DA800AEE0630A010016F088/detail.html,出纳员
163100,https://www.ncss.cn/student/jobs/0EF435A44DAC00AEE0630A010016F088/detail.html,人事实习生
163101,https://www.ncss.cn/student/jobs/0EF435A44DA100AEE0630A010016F088/detail.html,新媒体运营实习生
163102,https://www.ncss.cn/student/jobs/0EF435A44DA700AEE0630A010016F088/detail.html,HR管培生-22届
163103,https://www.ncss.cn/student/jobs/0EF435A44DAD00AEE0630A010016F088/detail.html,大模型算法
163104,https://www.ncss.cn/student/jobs/0EF435A44DAF00AEE0630A010016F088/detail.html,菁英计划（销售）
163105,https://www.ncss.cn/student/jobs/0EF435A44DA900AEE0630A010016F088/detail.html,FPGA开发
163106,https://www.ncss.cn/student/jobs/0EF435A44DB400AEE0630A010016F088/detail.html,人力行政专员
163107,https://www.ncss.cn/student/jobs/0EF435A44DAE00AEE0630A010016F088/detail.html,资产管理 (MJ002539)
163108,https://www.ncss.cn/student/jobs/0EF435A44DB900AEE0630A010016F088/detail.html,人力资源专员/助理
163109,https://www.ncss.cn/student/jobs/0EF435A44DAA00AEE0630A010016F088/detail.html,前端开发实习生 (MJ002360)
163110,https://www.ncss.cn/student/jobs/0EF435A44DB000AEE0630A010016F088/detail.html,BI开发工程师 (MJ002542)
163111,https://www.ncss.cn/student/jobs/0EF435A44DB500AEE0630A010016F088/detail.html,储备经理（南京） (MJ002552)
163112,https://www.ncss.cn/student/jobs/0EF435A44DB100AEE0630A010016F088/detail.html,运营管理 (MJ002530)
163113,https://www.ncss.cn/student/jobs/0EF435A44DBC00AEE0630A010016F088/detail.html,助理研究员
163114,https://www.ncss.cn/student/jobs/0EF435A44DB800AEE0630A010016F088/detail.html,实习生（客户执行-AE）
163115,https://www.ncss.cn/student/jobs/0EF435A44DB600AEE0630A010016F088/detail.html,金融数据工程师（实习）
163116,https://www.ncss.cn/student/jobs/0EF435A44DB200AEE0630A010016F088/detail.html,智慧医疗/技术支持工程师（实习生）
163117,https://www.ncss.cn/student/jobs/0EF435A44DBE00AEE0630A010016F088/detail.html,总经理助理
163118,https://www.ncss.cn/student/jobs/0EF435A44DBA00AEE0630A010016F088/detail.html,金融数据工程师（实习）
163119,https://www.ncss.cn/student/jobs/0EF435A44DB700AEE0630A010016F088/detail.html,储备经理（乌鲁木齐） (MJ002571)
163120,https://www.ncss.cn/student/jobs/0EF435A44DBD00AEE0630A010016F088/detail.html,储备经理（银川） (MJ002574)
163121,https://www.ncss.cn/student/jobs/0EF435A44DB300AEE0630A010016F088/detail.html,储备经理（南京） (MJ002552)
163122,https://www.ncss.cn/student/jobs/0EF435A44DBB00AEE0630A010016F088/detail.html,项目管理 (MJ002538)
163123,https://www.ncss.cn/student/jobs/0EF435A44DBF00AEE0630A010016F088/detail.html,互联网运营专员
163124,https://www.ncss.cn/student/jobs/0EF435A44DC300AEE0630A010016F088/detail.html,HR实习生(招聘方向)
163125,https://www.ncss.cn/student/jobs/0EF435A44DC400AEE0630A010016F088/detail.html,社群运营实习生（可盖章/可转正/可培训）
163126,https://www.ncss.cn/student/jobs/0EF435A44DC000AEE0630A010016F088/detail.html,项目管理 (MJ002538)
163127,https://www.ncss.cn/student/jobs/0EF435A44DCA00AEE0630A010016F088/detail.html,【校招】GPT开发与预研工程师
163128,https://www.ncss.cn/student/jobs/0EF435A44DC200AEE0630A010016F088/detail.html,实习生+免费住宿+接受零基础
163129,https://www.ncss.cn/student/jobs/0EF435A44DC500AEE0630A010016F088/detail.html,储备经理（杭州） (MJ002551)
163130,https://www.ncss.cn/student/jobs/0EF435A44DCB00AEE0630A010016F088/detail.html,3D重建算法工程师
163131,https://www.ncss.cn/student/jobs/0EF435A44DC100AEE0630A010016F088/detail.html,金融实习生
163132,https://www.ncss.cn/student/jobs/0EF435A44DC600AEE0630A010016F088/detail.html,网络运营
163133,https://www.ncss.cn/student/jobs/0EF435A44DCC00AEE0630A010016F088/detail.html,大语言模型与具身智能算法工程师
163134,https://www.ncss.cn/student/jobs/0EF435A44DD700AEE0630A010016F088/detail.html,人力资源管理（管培生）
163135,https://www.ncss.cn/student/jobs/0EF435A44DC700AEE0630A010016F088/detail.html,储备经理（哈尔滨） (MJ002580)
163136,https://www.ncss.cn/student/jobs/0EF435A44DD800AEE0630A010016F088/detail.html,产品专家实习生
163137,https://www.ncss.cn/student/jobs/0EF435A44DCD00AEE0630A010016F088/detail.html,储备经理（南昌） (MJ002560)
163138,https://www.ncss.cn/student/jobs/0EF435A44DC800AEE0630A010016F088/detail.html,技术支持实习生
163139,https://www.ncss.cn/student/jobs/0EF435A44DCE00AEE0630A010016F088/detail.html,【校招】GPT开发与预研工程师
163140,https://www.ncss.cn/student/jobs/0EF435A44DD000AEE0630A010016F088/detail.html,数据挖掘工程师 (MJ002543)
163141,https://www.ncss.cn/student/jobs/0EF435A44DC900AEE0630A010016F088/detail.html,储备经理（哈尔滨） (MJ002580)
163142,https://www.ncss.cn/student/jobs/0EF435A44DD100AEE0630A010016F088/detail.html,智慧医疗/技术支持工程师（实习生）
163143,https://www.ncss.cn/student/jobs/0EF435A44DDA00AEE0630A010016F088/detail.html,招聘实习生
163144,https://www.ncss.cn/student/jobs/0EF435A44DD900AEE0630A010016F088/detail.html,招聘实习生（需要有相关实习经验！！）
163145,https://www.ncss.cn/student/jobs/0EF435A44DD200AEE0630A010016F088/detail.html,安卓开发工程师
163146,https://www.ncss.cn/student/jobs/0EF435A44DDB00AEE0630A010016F088/detail.html,提供住宿（上下班时间固定）+晋升明确
163147,https://www.ncss.cn/student/jobs/0EF435A44DDE00AEE0630A010016F088/detail.html,地图标注专员-双休-入职五险一金
163148,https://www.ncss.cn/student/jobs/0EF435A44DDC00AEE0630A010016F088/detail.html,美术设计(剧组)
163149,https://www.ncss.cn/student/jobs/0EF435A44DE600AEE0630A010016F088/detail.html,内容运营实习生
163150,https://www.ncss.cn/student/jobs/0EF435A44DD300AEE0630A010016F088/detail.html,智慧医疗/技术支持工程师（实习生）
163151,https://www.ncss.cn/student/jobs/0EF435A44DDF00AEE0630A010016F088/detail.html,单片机
163152,https://www.ncss.cn/student/jobs/0EF435A44DD400AEE0630A010016F088/detail.html,数据分析（收益方向） (MJ002532)
163153,https://www.ncss.cn/student/jobs/0EF435A44DDD00AEE0630A010016F088/detail.html,电商运营
163154,https://www.ncss.cn/student/jobs/0EF435A44DE700AEE0630A010016F088/detail.html,咨询助理/助理研究员
163155,https://www.ncss.cn/student/jobs/0EF435A44DE000AEE0630A010016F088/detail.html,培训实习生
163156,https://www.ncss.cn/student/jobs/0EF435A44DD500AEE0630A010016F088/detail.html,GO后端开发工程师
163157,https://www.ncss.cn/student/jobs/0EF435A44DE100AEE0630A010016F088/detail.html,饰品设计助理
163158,https://www.ncss.cn/student/jobs/0EF435A44DD600AEE0630A010016F088/detail.html,储备经理（天津） (MJ002575)
163159,https://www.ncss.cn/student/jobs/0EF435A44DE200AEE0630A010016F088/detail.html,项目运营实习生
163160,https://www.ncss.cn/student/jobs/0EF435A44DE900AEE0630A010016F088/detail.html,战略分析管培生
163161,https://www.ncss.cn/student/jobs/0EF435A44DE800AEE0630A010016F088/detail.html,硬件工程师(A79107)
163162,https://www.ncss.cn/student/jobs/0EF435A44DE300AEE0630A010016F088/detail.html,视觉设计助理
163163,https://www.ncss.cn/student/jobs/0EF435A44DEA00AEE0630A010016F088/detail.html,大语言模型与具身智能算法工程师
163164,https://www.ncss.cn/student/jobs/0EF435A44DE400AEE0630A010016F088/detail.html,文员
163165,https://www.ncss.cn/student/jobs/0EF435A44DF700AEE0630A010016F088/detail.html,实习生
163166,https://www.ncss.cn/student/jobs/0EF435A44DEB00AEE0630A010016F088/detail.html,储备经理（深圳） (MJ002549)
163167,https://www.ncss.cn/student/jobs/0EF435A44DF600AEE0630A010016F088/detail.html,实习生
163168,https://www.ncss.cn/student/jobs/0EF435A44DE500AEE0630A010016F088/detail.html,运营经理/主管
163169,https://www.ncss.cn/student/jobs/0EF435A44DEC00AEE0630A010016F088/detail.html,储备经理（兰州） (MJ002565)
163170,https://www.ncss.cn/student/jobs/0EF435A44DF000AEE0630A010016F088/detail.html,人力资源实习生（校招方向）
163171,https://www.ncss.cn/student/jobs/0EF435A44DED00AEE0630A010016F088/detail.html,管培生（人力、财务、销售）
163172,https://www.ncss.cn/student/jobs/0EF435A44DF800AEE0630A010016F088/detail.html,平面设计实习生
163173,https://www.ncss.cn/student/jobs/0EF435A44DEE00AEE0630A010016F088/detail.html,储备经理（长沙） (MJ002555)
163174,https://www.ncss.cn/student/jobs/0EF435A44DEF00AEE0630A010016F088/detail.html,附件产品测试工程师(A65571)
163175,https://www.ncss.cn/student/jobs/0EF435A44DF900AEE0630A010016F088/detail.html,三维设计助理
163176,https://www.ncss.cn/student/jobs/0EF435A44DFA00AEE0630A010016F088/detail.html,管理咨询实习生（北京）
163177,https://www.ncss.cn/student/jobs/0EF435A44DFB00AEE0630A010016F088/detail.html,营销推广管培生
163178,https://www.ncss.cn/student/jobs/0EF435A44DF100AEE0630A010016F088/detail.html,储备经理（三亚） (MJ002570)
163179,https://www.ncss.cn/student/jobs/0EF435A44DF200AEE0630A010016F088/detail.html,大模型训练测试与优化
163180,https://www.ncss.cn/student/jobs/0EF435A44DFE00AEE0630A010016F088/detail.html,新媒体运营专员
163181,https://www.ncss.cn/student/jobs/0EF435A44E0300AEE0630A010016F088/detail.html,储备经理（长春） (MJ002582)
163182,https://www.ncss.cn/student/jobs/0EF435A44DFC00AEE0630A010016F088/detail.html,双休/室内办公/签实习协议/客户专员实习生
163183,https://www.ncss.cn/student/jobs/0EF435A44DF300AEE0630A010016F088/detail.html,直播运营
163184,https://www.ncss.cn/student/jobs/0EF435A44DFD00AEE0630A010016F088/detail.html,行政人事实习生
163185,https://www.ncss.cn/student/jobs/0EF435A44E0200AEE0630A010016F088/detail.html,软件开发实习工程师
163186,https://www.ncss.cn/student/jobs/0EF435A44DF400AEE0630A010016F088/detail.html,财经专员
163187,https://www.ncss.cn/student/jobs/0EF435A44DFF00AEE0630A010016F088/detail.html,研究院-LoRA模型训练实习生
163188,https://www.ncss.cn/student/jobs/0EF435A44E0400AEE0630A010016F088/detail.html,热点数据分析实习生
163189,https://www.ncss.cn/student/jobs/0EF435A44DF500AEE0630A010016F088/detail.html,个卖邀约专员
163190,https://www.ncss.cn/student/jobs/0EF435A44E0000AEE0630A010016F088/detail.html,测试开发实习生【纯实习，无转正机会】
163191,https://www.ncss.cn/student/jobs/0EF435A44E0600AEE0630A010016F088/detail.html,实习生（媒介执行-ME）
163192,https://www.ncss.cn/student/jobs/0EF435A44E0100AEE0630A010016F088/detail.html,海外游戏社区运营实习生（优秀可转正）
163193,https://www.ncss.cn/student/jobs/0EF435A44E0900AEE0630A010016F088/detail.html,机器人仿真算法工程师-具身智能方向
163194,https://www.ncss.cn/student/jobs/0EF435A44E0800AEE0630A010016F088/detail.html,收益分析 (MJ002531)
163195,https://www.ncss.cn/student/jobs/0EF435A44E0700AEE0630A010016F088/detail.html,储备经理（西宁） (MJ002566)
163196,https://www.ncss.cn/student/jobs/0EF435A44E0B00AEE0630A010016F088/detail.html,咨询专员（实习生）
163197,https://www.ncss.cn/student/jobs/0EF435A44E1100AEE0630A010016F088/detail.html,售后专员
163198,https://www.ncss.cn/student/jobs/0EF435A44E0500AEE0630A010016F088/detail.html,宏观金融量化研究员（实习）
163199,https://www.ncss.cn/student/jobs/0EF435A44E0C00AEE0630A010016F088/detail.html,商业分析 (MJ002533)
163200,https://www.ncss.cn/student/jobs/0EF435A44E0A00AEE0630A010016F088/detail.html,24届校招-解决方案工程师
163201,https://www.ncss.cn/student/jobs/0EF435A44E1000AEE0630A010016F088/detail.html,法律专员
163202,https://www.ncss.cn/student/jobs/0EF435A44E0D00AEE0630A010016F088/detail.html,智慧医疗/技术支持工程师（实习生）
163203,https://www.ncss.cn/student/jobs/0EF435A44E1700AEE0630A010016F088/detail.html,赛事裁判员
163204,https://www.ncss.cn/student/jobs/0EF435A44E0E00AEE0630A010016F088/detail.html,招实习生！信息审核员（可盖实习章）
163205,https://www.ncss.cn/student/jobs/0EF435A44E1200AEE0630A010016F088/detail.html,英孚管理培训生 - 英孚乐游
163206,https://www.ncss.cn/student/jobs/0EF435A44E1300AEE0630A010016F088/detail.html,桌面工程师
163207,https://www.ncss.cn/student/jobs/0EF435A44E1800AEE0630A010016F088/detail.html,通用软件开发工程师
163208,https://www.ncss.cn/student/jobs/0EF435A44E0F00AEE0630A010016F088/detail.html,资料审核员（接受实习）
163209,https://www.ncss.cn/student/jobs/0EF435A44E1A00AEE0630A010016F088/detail.html,拼多多客服
163210,https://www.ncss.cn/student/jobs/0EF435A44E1600AEE0630A010016F088/detail.html,财务实习生（短期+立刻到岗）
163211,https://www.ncss.cn/student/jobs/0EF435A44E2700AEE0630A010016F088/detail.html,储备经理（青岛） (MJ002579)
163212,https://www.ncss.cn/student/jobs/0EF435A44E1B00AEE0630A010016F088/detail.html,电商运营销售
163213,https://www.ncss.cn/student/jobs/0EF435A44E2600AEE0630A010016F088/detail.html,商业营运助理/招商助理/财务+免费工作餐
163214,https://www.ncss.cn/student/jobs/0EF435A44E1400AEE0630A010016F088/detail.html,新媒体运营（提供保研机会）
163215,https://www.ncss.cn/student/jobs/0EF435A44E1C00AEE0630A010016F088/detail.html,外贸跟单
163216,https://www.ncss.cn/student/jobs/0EF435A44E1500AEE0630A010016F088/detail.html,行政助理
163217,https://www.ncss.cn/student/jobs/0EF435A44E1D00AEE0630A010016F088/detail.html,软件实施顾问
